author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/298261357/,Москва,sale,flat,11,46,3,88.0,-1,0,42000000.0,Хорошево-Мневники,Шелепихинская набережная,34к1,,Сердце Столицы
ПИК,developer,https://www.cian.ru/sale/flat/305650909/,Москва,sale,flat,5,17,3,69.7,-1,0,19308293.0,Москворечье-Сабурово,,1.3,Каширская,Москворечье ЖК
Донстрой,developer,https://www.cian.ru/sale/flat/306760378/,Москва,sale,flat,2,16,1,54.7,-1,0,42359680.0,Раменки, Сергея Бондарчука,2,Мичуринский проспект,Река
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/304132271/,Москва,sale,flat,11,43,2,67.1,-1,0,33000000.0,Хорошево-Мневники,Шелепихинская набережная,34к6,Шелепиха,Сердце Столицы
Донстрой,developer,https://www.cian.ru/sale/flat/307565639/,Москва,sale,flat,2,24,3,127.3,-1,0,94838500.0,Замоскворечье,Большая Татарская ,35С7-9,Новокузнецкая,Татарская 35
Донстрой,developer,https://www.cian.ru/sale/flat/304095593/,Москва,sale,flat,15,22,1,37.5,-1,0,22623750.0,Хорошево-Мневники,Жилой комплекс остров,3,Мнёвники,Остров
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/303027445/,Москва,sale,flat,3,20,1,59.0,-1,0,61800000.0,Пресненский, Костикова,4к6,Улица 1905 года,Lucky
Стадион Спартак,developer,https://www.cian.ru/sale/flat/305088974/,Москва,sale,flat,9,22,4,142.5,-1,0,97669500.0,Покровское-Стрешнево,Вивальди кв-л,,Спартак,Клубный Город на Реке Примавера ЖК
TOUCH,developer,https://www.cian.ru/sale/flat/305603339/,Москва,sale,flat,4,27,1,46.32,-1,0,31879000.0,Крылатское,Крылатская ,23,Молодёжная,Дом Горизонтов
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/296139192/,Москва,sale,flat,24,44,3,69.0,-1,0,31700000.0,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити
Главстрой,developer,https://www.cian.ru/sale/flat/296921048/,Москва,sale,flat,2,13,4,125.7,-1,0,61745725.0,Филевский парк,Береговой проезд,2,Фили,Береговой-2
FORMA,developer,https://www.cian.ru/sale/flat/305605328/,Москва,sale,flat,3,33,3,80.47,-1,0,45715007.0,Пресненский, Пресненский Вал,27С6,Белорусская,Republic
ID 109884237,homeowner,https://www.cian.ru/sale/flat/307135813/,Москва,sale,flat,1,5,2,45.5,-1,0,35000000.0,Замоскворечье,Татарская ,1/7,Павелецкая,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/302770593/,Москва,sale,flat,11,20,3,97.0,-1,0,89500000.0,Пресненский,Дружинниковская ,15,Краснопресненская,SkyView
St Michael,developer,https://www.cian.ru/sale/flat/303024911/,Москва,sale,flat,16,21,2,58.28,-1,0,27581015.0,Хорошевский,9Ак7,9Ак7,Полежаевская,Зорге 9 ЖК
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/303582856/,Москва,sale,flat,4,21,2,56.2,-1,0,55076000.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
ID 70826714,realtor,https://www.cian.ru/sale/flat/301327198/,Москва,sale,flat,18,25,3,84.0,-1,0,21200000.0,Люблино,Люблинская ,76к3,Перерва,Люблинский парк
СТ Тауэрс,developer,https://www.cian.ru/sale/flat/304149603/,Москва,sale,flat,65,66,3,85.8,-1,0,90604800.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/302590858/,Москва,sale,flat,3,8,2,59.3,-1,0,48800000.0,Даниловский,Хавская ,9,Шаболовская,Residence Hall Шаболовский
ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/305527543/,Москва,sale,flat,1,10,3,151.9,-1,0,99000000.0,Дорогомилово,,3к7,Поклонная,Виктори Парк Резиденсез ЖК
Донстрой,developer,https://www.cian.ru/sale/flat/306642925/,Москва,sale,flat,21,27,1,28.6,-1,0,16293420.0,Лефортово,бульвар Сенкевича,,Римская,Символ
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/305256098/,Москва,sale,flat,36,37,3,66.0,-1,0,43900000.0,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/304817320/,Москва,sale,flat,3,21,2,57.0,-1,0,58411200.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
Аеон-Девелопмент,developer,https://www.cian.ru/sale/flat/302037457/,Москва,sale,flat,2,46,1,43.0,-1,0,30329984.0,Дорогомилово,Кутузовский проезд,16А/1,Фили,River Park Кутузовский
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302177521/,Москва,sale,flat,3,15,2,58.54,-1,0,65000000.0,Пресненский, Костикова,4к4,Улица 1905 года,Lucky
ID 20136556,realtor,https://www.cian.ru/sale/flat/306364848/,Москва,sale,flat,3,5,2,58.5,-1,0,28700000.0,Филевский парк,Физкультурный проезд,3к1,Багратионовская,
PANDA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/303149151/,Москва,sale,flat,9,10,2,90.0,-1,0,79990000.0,Хамовники,Ружейный переулок,3,Смоленская,Смоленская Застава
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301042655/,Москва,sale,flat,37,79,1,78.0,-1,0,80000000.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/303869601/,Москва,sale,flat,3,17,3,97.5,-1,0,85000000.0,Замоскворечье,Мытная ,7с1,Серпуховская,Английский квартал
Пионер,developer,https://www.cian.ru/sale/flat/303126551/,Москва,sale,flat,2,18,2,48.4,-1,0,39443870.0,Донской,2-й Донской проезд,10,Ленинский проспект,SHIFT
Mr.Loft,real_estate_agent,https://www.cian.ru/sale/flat/306945258/,Москва,sale,flat,27,28,4,87.8,-1,0,45500000.0,Филевский парк,Береговой проезд,1Б,Шелепиха,мой адрес На Береговом
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/298976152/,Москва,sale,flat,5,12,3,74.4,-1,0,50000000.0,Хамовники,Комсомольский проспект,45,Спортивная,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/302958205/,Москва,sale,flat,20,29,4,154.9,-1,0,60900000.0,Якиманка,Мытная ,40к3,Шаболовская,Sky House
Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/307103153/,Москва,sale,flat,25,26,3,125.0,-1,0,65000000.0,Даниловский, Виктора Маслова,2,Автозаводская,RiverSky
Upside Development,developer,https://www.cian.ru/sale/flat/303215973/,Москва,sale,flat,12,12,2,157.2,-1,0,94320000.0,Даниловский,2-я Рощинская ,1,Тульская,Данилов дом
ID 413522,realtor,https://www.cian.ru/sale/flat/306884362/,Москва,sale,flat,11,15,1,41.5,-1,0,24500000.0,Раменки,Винницкая ,8к1,Раменки,Настоящее
ID 109135729,realtor,https://www.cian.ru/sale/flat/304330207/,Москва,sale,flat,5,14,2,43.1,-1,0,25600000.0,Раменки,проспект Генерала Дорохова,39к1В,Минская,Собрание клубных домов West Garden
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/304780860/,Москва,sale,flat,19,25,2,45.7,-1,0,32600000.0,Филевский парк,Береговой проезд,5Ак3,Фили,Фили Град
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/306154714/,Москва,sale,flat,4,16,2,71.0,-1,0,36000000.0,Можайский, Багрицкого,18,Кунцевская,Свой
Capital Group,developer,https://www.cian.ru/sale/flat/301482798/,Москва,sale,flat,15,18,2,59.6,-1,0,76024047.0,Дорогомилово,,,Москва-Сити,Бадаевский ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/307548360/,Москва,sale,flat,18,21,3,135.1,-1,0,83000000.0,Хорошево-Мневники, Нижние Мневники,9,Терехово ,Остров
Главстрой,developer,https://www.cian.ru/sale/flat/296872071/,Москва,sale,flat,26,30,3,67.1,-1,0,21185819.0,Рязанский,Рязанский проспект,,Окская,balance
Спутник,real_estate_agent,https://www.cian.ru/sale/flat/302239054/,Москва,sale,flat,16,17,2,57.6,-1,0,22750000.0,Раменки,Мичуринский проспект,29К3,Раменки,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306560376/,Москва,sale,flat,16,17,3,76.0,-1,0,24000000.0,Ново-Переделкино,Лукинская ,18,Новопеределкино,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/305981326/,Москва,sale,flat,12,32,3,61.0,-1,0,24200000.0,Можайский, Петра Алексеева,14,Давыдково,КутузовGRAD II
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303964788/,Москва,sale,flat,5,9,2,68.8,-1,0,26200000.0,Даниловский,Автозаводская ,вл23,ЗИЛ,Shagal
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303606390/,Москва,sale,flat,2,14,2,81.3,-1,0,26600000.0,Можайский,Гродненская ,9,Давыдково,
Центр-Инвест,developer,https://www.cian.ru/sale/flat/298334699/,Москва,sale,flat,26,35,3,83.5,-1,0,35758217.0,Левобережный,Фестивальная ,15К4,Речной вокзал,Фестиваль парк-2
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/307316720/,Москва,sale,flat,2,19,3,86.7,-1,0,43000000.0,Хорошево-Мневники,Жилой комплекс остров,8,Терехово ,Остров
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/304201217/,Москва,sale,flat,6,23,4,114.0,-1,0,49900000.0,Хорошево-Мневники,проезд Проектируемый № 1074,1,Терехово ,Остров
capital city,real_estate_agent,https://www.cian.ru/sale/flat/307407315/,Москва,sale,flat,30,78,2,84.0,-1,0,50000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/307219598/,Москва,sale,flat,30,31,3,105.0,-1,0,56000000.0,Филевский парк,Береговой проезд,5к1,Фили,Фили Град
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/306845861/,Москва,sale,flat,15,51,3,76.0,-1,0,58500000.0,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56"
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/307587007/,Москва,sale,flat,5,5,3,92.4,-1,0,83000000.0,Пресненский,Мерзляковский переулок,13,Арбатская,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/304181938/,Москва,sale,flat,21,22,4,141.0,-1,0,86900000.0,Хорошево-Мневники, Нижние Мневники,,Мнёвники,Остров
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/301655618/,Москва,sale,flat,1,11,2,74.13,-1,0,100000000.0,Дорогомилово,,3к2,Парк Победы,Виктори Парк Резиденсез ЖК
Оксана Гимишян,realtor,https://www.cian.ru/sale/flat/303839786/,Москва,sale,flat,2,5,1,31.0,-1,0,8600000.0,Рязанский,1-й Институтский проезд,8,Окская,
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/306460508/,Москва,sale,flat,3,9,2,47.2,-1,0,12900000.0,Печатники,Шоссейная ,70к2,Депо,
Колди,developer,https://www.cian.ru/sale/flat/302241697/,Москва,sale,flat,7,21,2,43.29,-1,0,13572238.0,Нижегородский,,,Калитники,Н'айс Лофт ЖК
3SGroup,developer,https://www.cian.ru/sale/flat/299381153/,Москва,sale,flat,7,17,3,65.6,-1,0,16463809.0,,,,Корниловская,FOREVILLE
Мария Смогоржевская,realtor,https://www.cian.ru/sale/flat/307636552/,Москва,sale,flat,11,17,2,65.0,-1,0,23800000.0,Кунцево,Партизанская ,36,Молодёжная,
BERI,real_estate_agent,https://www.cian.ru/sale/flat/305375368/,Москва,sale,flat,8,12,3,65.7,-1,0,26937000.0,Раменки,Мичуринский проспект,54К2,Раменки,
Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/304900609/,Москва,sale,flat,7,10,2,66.0,-1,0,27000000.0,Останкинский, Годовикова,11к4,Алексеевская,iLove
СМАРЕНТ,real_estate_agent,https://www.cian.ru/sale/flat/306391887/,Москва,sale,flat,20,22,3,80.0,-1,0,28900000.0,Фили-Давыдково,Кременчугская ,3К4,Славянский бульвар,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/305957125/,Москва,sale,flat,2,12,1,51.2,-1,0,31300000.0,Сокол, Врубеля,4к1,Сокол,Врубеля 4
ID 12693939,realtor,https://www.cian.ru/sale/flat/306226719/,Москва,sale,flat,2,28,4,109.9,-1,0,34500000.0,Филевский парк,Береговой проезд,1Б,Шелепиха,мой адрес На Береговом
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/307401138/,Москва,sale,flat,4,15,2,84.0,-1,0,38000000.0,Беговой,Ленинградский проспект,35С2,Петровский Парк,Квартал апартаментов Искра-Парк
Центр-Инвест,developer,https://www.cian.ru/sale/flat/298576255/,Москва,sale,flat,2,22,3,67.7,-1,0,42355790.0,Красносельский,Большая Спасская ,35,Площадь трёх вокзалов,Dialog
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/307397353/,Москва,sale,flat,3,8,2,57.0,-1,0,47950000.0,Тверской,Тверская ,17,Пушкинская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299597025/,Москва,sale,flat,3,23,4,114.0,-1,0,50000000.0,Хорошево-Мневники,проезд Проектируемый № 1074,,Терехово ,Остров
Аеон-Девелопмент,developer,https://www.cian.ru/sale/flat/301173869/,Москва,sale,flat,4,46,3,90.2,-1,0,63471808.0,Дорогомилово,Кутузовский проезд,16А/1,Фили,River Park Кутузовский
TimeProperty,real_estate_agent,https://www.cian.ru/sale/flat/302645883/,Москва,sale,flat,13,14,4,130.0,-1,0,68999999.0,Филевский парк,Филевский бульвар,24к3,Фили,Ривер-Хаус
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/305915966/,Москва,sale,flat,10,13,2,73.5,-1,0,80000000.0,Раменки,Воробьевское шоссе,4,Поклонная,Воробьёв Дом
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/300425289/,Москва,sale,flat,17,32,3,84.0,-1,0,83000000.0,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306847080/,Москва,sale,flat,7,17,2,73.0,-1,0,91250000.0,Пресненский, Сергея Макеева,9к2,Улица 1905 года,RedSide
Екатерина Трипольская,realtor,https://www.cian.ru/sale/flat/307589405/,Москва,sale,flat,2,6,4,162.0,-1,0,95800000.0,Покровское-Стрешнево,Береговая ,4К5,Стрешнево,Покровский берег
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/307272760/,Москва,sale,flat,13,25,3,88.4,-1,0,100000000.0,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/305498891/,Москва,sale,flat,15,16,1,37.8,-1,0,9049000.0,Марьино, Маршала Голованова,4,Марьино,
Бест офис на Таганской,real_estate_agent,https://www.cian.ru/sale/flat/307669956/,Москва,sale,flat,5,9,3,54.2,-1,0,11300000.0,Гольяново,Хабаровская ,19К1,Щёлковская,
Unique,real_estate_agent,https://www.cian.ru/sale/flat/303783084/,Москва,sale,flat,6,9,2,60.0,-1,0,17000000.0,, Ясеневая,1к1,Ольховая,Дубровка
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/305685406/,Москва,sale,flat,31,37,1,43.0,-1,0,23800000.0,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы
hoomie,real_estate_agent,https://www.cian.ru/sale/flat/305679483/,Москва,sale,flat,8,20,2,64.09,-1,0,25475775.0,Даниловский,Автозаводская ,26,Тульская,FORST
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/303196371/,Москва,sale,flat,14,28,2,67.0,-1,0,28000000.0,Можайский,переулок 2-й Петра Алексеева,5,Рабочий посёлок,КутузовGRAD II
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/306945307/,Москва,sale,flat,21,24,1,41.8,-1,0,30000000.0,Хорошевский,Хорошевское шоссе,25Ак3,Полежаевская,Династия
